Station,Niskin,Targeted Depth (m),CTD Recorded Depth (m),CTD Pressure (db), NMEA Latitude, NMEA Longitude,Date,Time (UTC),CFC Bottle,O2 Flask,Methane/N₂O,DIC/TA flask,CDOM,Viscosity / PAM/Turn.,Nutrients,DON,δ¹⁸O,Salinity,Microbio Filters,Microscopy,HOC / DOC,CTD Temperature,Uncorrected CTD Conductivity,Corrected CTD Conductivity,Bottle Conductivity,Bottle Conductivity (Dupes),Uncorrected CTD Salinity,Corrected CTD Salinity,Bottle Salinity,Bottle Salinity (Dupes),Uncorrected CTD Oxygen,Corrected CTD Oxygen,Bottle Oxygen (ml/l),Bottle Oxygen (Dupes),CTD Fluorescence,NO₃ (µmol/L),PO₄ (µmol/L),SIL (µmol/L),NO₂ (µmol/L),NH₄ (µmol/L),Calculated  DIC (Apollo),Calculated  DIC (Apollo) Dupes,Apollo pH,Apollo pH Dupes,TA_Final,TA_Final Dupes,Notes,,,,
26.0,10,0.000,2.968,2.988,29.285,88.582,8/4/2023,16:08:00,--,124,099,S415,F65,--,S328,Q293 / Q267,445,614W,--,--,S6,30.087,5.850,5.849,5.824,--,35.033,35.025,34.859,--,2.806,2.702,4.351,--,-0.013,0.07,0.03,2.40,0.00,0.51,2074.641276,--,8.1098,--,0.00246271025,--,,,,,
26.0,11,0.000,2.971,2.991,29.285,88.582,8/4/2023,16:08:00,--,--,--,--,--,--,--,--,--,--,--,--,--,30.399,5.856,5.855,--,--,34.851,34.844,--,--,2.897,2.789,--,`,-0.014,--,--,--,--,--,--,--,--,--,--,--,,,,,
26.0,12,0.000,3.000,3.020,29.285,88.582,8/4/2023,16:08:00,--,--,--,--,--,--,--,--,--,--,--,--,--,29.727,5.854,5.853,--,--,35.323,35.315,--,--,3.043,2.930,--,--,-0.018,--,--,--,--,--,--,--,--,--,--,--,,,,,
Pete,1,120.000,,,,,,,--,--,--,--,--,--,--,--,--,582G,--,--,--,--,--,--,--,--,--,--,36.512,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,
Pete,2,120.000,,,,,,,--,--,--,--,--,--,--,--,--,601G,--,--,--,--,--,--,--,--,--,--,36.480,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,
Pete,3,120.000,,,,,,,--,--,--,--,--,--,--,--,--,648G,--,--,--,--,--,--,--,--,--,--,36.501,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,
Pete,4,120.000,,,,,,,--,--,--,--,--,--,--,--,--,580G,--,--,--,--,--,--,--,--,--,--,36.503,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,
Pete,5,120.000,,,,,,,--,--,--,--,--,--,--,--,--,640G,--,--,--,--,--,--,--,--,--,--,36.524,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Niskin top not seated,,,,
Pete,6,120.000,,,,,,,--,--,--,--,--,--,--,--,--,610G,--,--,--,--,--,--,--,--,--,--,36.502,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Niskin top not seated,,,,
Pete,7,120.000,,,,,,,--,--,--,--,--,--,--,--,--,611G,--,--,--,--,--,--,--,--,--,--,36.528,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,
Pete,8,120.000,,,,,,,--,--,--,--,--,--,--,--,--,751G,--,--,--,--,--,--,--,--,--,--,36.524,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,
Pete,9,120.000,,,,,,,--,--,--,--,--,--,--,--,--,606G,--,--,--,--,--,--,--,--,--,--,36.532,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,
Pete,10,120.000,,,,,,,--,--,--,--,--,--,--,--,--,609G,--,--,--,--,--,--,--,--,--,--,36.551,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,
Pete,11,120.000,,,,,,,--,--,--,--,--,--,--,--,--,597G,--,--,--,--,--,--,--,--,--,--,36.512,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,
Pete,12,120.000,,,,,,,--,--,--,--,--,--,--,--,--,594G,--,--,--,--,--,--,--,--,--,--,36.485,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Niskin leaked from bottom,,,,
